City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
209,Iwaki,JP,2021-11-28 21:45:11,37.05,140.8833,41.0,64,0,5.5
210,Namatanai,PG,2021-11-28 21:45:11,-3.6667,152.4333,82.67,74,70,5.99
211,Marquette,US,2021-11-28 21:41:58,46.5333,-87.6335,29.64,83,80,9.66
212,Tatarsk,RU,2021-11-28 21:45:12,55.219,75.9828,10.63,89,58,7.81
213,Yar-Sale,RU,2021-11-28 21:45:12,66.8333,70.8333,-4.92,94,100,8.61
214,Tuatapere,NZ,2021-11-28 21:45:12,-46.1333,167.6833,61.23,41,18,3.13
215,Livenka,RU,2021-11-28 21:45:13,50.4491,38.2959,43.43,95,100,8.77
216,Fort Nelson,CA,2021-11-28 21:45:13,58.8053,-122.7002,-0.81,65,40,0.0
217,Nouadhibou,MR,2021-11-28 21:45:13,20.931,-17.0347,67.98,68,100,24.16
218,Amudat,UG,2021-11-28 21:45:14,1.95,34.95,71.37,62,56,6.02
219,Capao Da Canoa,BR,2021-11-28 21:45:14,-29.7456,-50.0097,72.1,88,100,7.47
220,Arraial Do Cabo,BR,2021-11-28 21:45:14,-22.9661,-42.0278,76.86,78,40,6.91
221,Leningradskiy,RU,2021-11-28 21:45:15,69.3833,178.4167,-20.9,94,90,11.63
222,Ribeira Grande,PT,2021-11-28 21:45:15,38.5167,-28.7,61.2,72,20,6.91
223,Filingue,NE,2021-11-28 21:45:15,14.3521,3.3168,82.53,12,100,6.67
224,Kasongo,CD,2021-11-28 21:45:16,-4.45,26.6667,69.53,96,90,2.01
225,Dauphin,CA,2021-11-28 21:45:16,51.1494,-100.0502,24.94,74,75,10.36
226,Lethem,GY,2021-11-28 21:45:16,3.3803,-59.7968,93.25,59,20,13.8
227,Garowe,SO,2021-11-28 21:45:17,8.4054,48.4845,72.88,55,11,10.63
228,Quang Ngai,VN,2021-11-28 21:44:54,15.1167,108.8,75.16,96,100,12.71
229,Rock Hill,US,2021-11-28 21:45:17,34.9249,-81.0251,60.75,31,1,5.75
230,Chapais,CA,2021-11-28 21:45:17,49.7834,-74.8492,13.78,98,99,3.22
231,Comodoro Rivadavia,AR,2021-11-28 21:46:18,-45.8667,-67.5,73.26,25,0,29.93
232,Tucumcari,US,2021-11-28 21:46:18,35.1717,-103.725,66.04,20,1,11.5
233,Coihaique,CL,2021-11-28 21:46:18,-45.5752,-72.0662,58.95,67,75,3.44
234,Sherlovaya Gora,RU,2021-11-28 21:46:18,50.5667,116.25,1.24,91,59,1.36
235,Newcastle,AU,2021-11-28 21:45:54,-32.9272,151.7765,64.17,77,0,5.75
236,Marsh Harbour,BS,2021-11-28 21:46:19,26.5412,-77.0636,72.14,66,97,2.91
237,Tevaitoa,PF,2021-11-28 21:46:19,-16.7833,-151.5,81.59,74,100,11.32
238,Port Hawkesbury,CA,2021-11-28 21:41:41,45.6169,-61.3485,38.79,74,1,6.91
239,Cockburn Town,TC,2021-11-28 21:46:20,21.4612,-71.1419,78.76,73,40,9.22
240,San Cristobal,VE,2021-11-28 21:46:20,7.7669,-72.225,77.18,69,52,1.1
241,Oyama,JP,2021-11-28 21:46:20,36.3,139.8,28.29,52,5,1.95
242,Colonia,DE,2021-11-28 21:46:21,50.9333,6.95,37.63,87,75,8.05
243,Matay,EG,2021-11-28 21:46:21,28.419,30.7792,72.77,25,56,7.11
244,Steinbach,DE,2021-11-28 21:46:21,50.1667,8.5667,35.11,93,0,4.61
245,Baneh,IR,2021-11-28 21:46:22,35.9975,45.8853,41.85,84,37,2.53
246,Tocopilla,CL,2021-11-28 21:46:22,-22.092,-70.1979,65.91,73,43,7.4
247,Cuencame,MX,2021-11-28 21:46:22,24.8711,-103.6964,63.46,39,92,9.78
248,Redcar,GB,2021-11-28 21:46:23,54.6166,-1.06,34.14,72,81,14.27
249,Vagur,FO,2021-11-28 21:46:23,61.4732,-6.8119,38.19,97,100,9.55
250,Ballina,AU,2021-11-28 21:46:23,-28.8667,153.5667,69.98,88,75,9.22
251,Itacarambi,BR,2021-11-28 21:46:24,-15.1022,-44.0919,73.76,86,89,2.04
252,Longyearbyen,SJ,2021-11-28 21:46:24,78.2186,15.6401,10.24,61,75,19.57
253,Sao Filipe,CV,2021-11-28 21:46:24,14.8961,-24.4956,76.64,71,97,14.63
254,Yenagoa,NG,2021-11-28 21:46:25,4.9247,6.2642,76.96,93,97,4.09
255,Cidreira,BR,2021-11-28 21:46:25,-30.1811,-50.2056,71.51,89,100,10.29
256,Mehamn,NO,2021-11-28 21:46:26,71.0357,27.8492,14.18,73,37,21.85
257,Ust-Nera,RU,2021-11-28 21:46:26,64.5667,143.2,-12.57,99,100,3.36
258,Yurginskoye,RU,2021-11-28 21:46:26,56.8189,67.3921,24.17,79,100,11.21
259,Salalah,OM,2021-11-28 21:46:27,17.0151,54.0924,75.29,73,0,2.3
260,Tigil,RU,2021-11-28 21:46:27,57.8,158.6667,-3.71,94,99,5.32
261,Kampong Chhnang,KH,2021-11-28 21:46:27,12.1667,104.55,73.27,86,100,9.66
262,Pevek,RU,2021-11-28 21:46:28,69.7008,170.3133,1.96,92,100,1.95
263,Sobolevo,RU,2021-11-28 21:46:28,54.4299,31.8996,35.31,93,100,10.22
264,Port Moresby,PG,2021-11-28 21:46:28,-9.4431,147.1797,76.42,94,40,11.5
265,Thunder Bay,CA,2021-11-28 21:46:29,48.4001,-89.3168,30.18,59,75,8.05
266,Sinegorye,RU,2021-11-28 21:46:29,62.0788,150.477,-19.57,98,98,1.81
267,Chuy,UY,2021-11-28 21:46:30,-33.6971,-53.4616,65.52,97,100,6.06
268,Meridian,US,2021-11-28 21:45:19,43.6121,-116.3915,56.25,58,1,4.61
269,Mildura,AU,2021-11-28 21:43:11,-34.2,142.15,69.76,46,0,4.61
270,Grindavik,IS,2021-11-28 21:46:31,63.8424,-22.4338,43.27,100,75,13.8
271,Khuzdar,PK,2021-11-28 21:44:25,27.7384,66.6434,51.66,35,0,1.59
272,Bridlington,GB,2021-11-28 21:46:31,54.0831,-0.1919,33.98,68,65,17.11
273,Cabo San Lucas,MX,2021-11-28 21:44:46,22.8909,-109.9124,79.11,65,90,4.61
274,Kut Chap,TH,2021-11-28 21:46:31,17.4257,102.5669,62.98,81,83,3.4
275,Lata,PT,2021-11-28 21:47:32,40.1629,-8.3327,54.01,93,97,9.08
276,Dicabisagan,PH,2021-11-28 21:47:32,17.0818,122.4157,76.1,93,94,0.65
277,Lahat,ID,2021-11-28 21:44:14,-3.8,103.5333,71.56,80,98,2.06
278,Laguna,US,2021-11-28 21:47:33,38.421,-121.4238,71.42,56,1,8.05
279,Price,US,2021-11-28 21:43:08,39.5994,-110.8107,54.66,26,1,0.0
280,San Rafael,AR,2021-11-28 21:42:55,-34.6177,-68.3301,78.73,18,0,11.12
281,Saldanha,ZA,2021-11-28 21:47:33,-33.0117,17.9442,62.65,85,42,5.99
282,Mar Del Plata,AR,2021-11-28 21:47:01,-38.0023,-57.5575,64.42,94,90,11.5
283,Taltal,CL,2021-11-28 21:47:34,-25.4,-70.4833,64.62,71,25,4.21
284,Moose Factory,CA,2021-11-28 21:47:34,51.2585,-80.6094,23.0,86,90,0.0
285,Lompoc,US,2021-11-28 21:47:34,34.6391,-120.4579,82.71,24,1,11.5
286,Leh,IN,2021-11-28 21:47:35,34.1667,77.5833,13.87,65,0,2.33
287,Klaksvik,FO,2021-11-28 21:47:35,62.2266,-6.589,36.52,63,100,7.96
288,Hudiksvall,SE,2021-11-28 21:47:35,61.729,17.1036,28.6,73,100,3.71
289,Pravda,RU,2021-11-28 21:47:35,46.9396,142.009,28.4,78,61,13.85
290,Inirida,CO,2021-11-28 21:44:34,3.8653,-67.9239,77.02,94,98,0.74
291,Hofn,IS,2021-11-28 21:47:36,64.2539,-15.2082,31.57,97,100,11.03
292,Vestmannaeyjar,IS,2021-11-28 21:47:36,63.4427,-20.2734,43.83,95,100,3.96
293,Kavieng,PG,2021-11-28 21:47:37,-2.5744,150.7967,82.4,77,58,7.92
